node1	interaction	node2	connections
78635	0	80792	3
7684	0	88561	2
95614	0	99009	3
80357	0	88323	2
36604	0	5375	2
125915	0	46535	8
14790	0	70294	2
114997	0	2524	7
111653	0	20406	5
50247	0	8645	6
132659	0	82380	4
19603	0	24652	10
123512	0	69944	2
2230	0	37844	2
162	0	32608	4
10553	0	57566	5
1488	0	64261	9
65226	0	65227	26
29984	0	77053	4
108563	0	43835	4
4610	0	4611	40
26780	0	34049	4
102869	0	96549	5
30170	0	8610	3
55437	0	67882	6
117454	0	18923	4
104962	0	32545	3
6750	0	75472	4
109933	0	3043	2
121630	0	90192	3
16970	0	44358	9
1995	0	4057	180
26110	0	52162	2
23582	0	7699	6
10643	0	33406	5
101248	0	115736	2
17824	0	89128	3
3149	0	68037	6
2895	0	7	2
18535	0	23784	36
14538	0	6998	3
106078	0	71391	6
107815	0	9135	2
39065	0	6150	22
131505	0	30060	6
59848	0	90631	4
53365	0	83557	5
18612	0	5804	3
122991	0	65181	2
233	0	395	7
23554	0	36109	2
14309	0	49642	2
10984	0	41968	2
27787	0	37243	22
100315	0	56272	4
109981	0	45693	3
22823	0	726	3
13881	0	4429	2
23882	0	41692	6
47392	0	7709	14
52852	0	74315	8
73379	0	98866	2
74167	0	84374	2
102162	0	6209	9
72074	0	99519	3
64490	0	91353	3
51853	0	56370	2
126066	0	33757	2
29057	0	3896	2
14459	0	14599	13
111027	0	76964	6
75021	0	98708	4
232	0	45725	25
24767	0	30351	2
11033	0	51464	4
5532	0	70018	4
6241	0	7856	26
29228	0	47865	2
115995	0	124082	2
71545	0	81316	2
40925	0	45941	2
12762	0	37870	3
17041	0	77177	2
108786	0	45916	3
58285	0	91281	8
10969	0	17583	57
43024	0	59983	9
2251	0	39846	18
23428	0	26445	3
10562	0	33555	18
129035	0	53346	3
40416	0	91176	4
28962	0	48097	8
25677	0	70000	24
112024	0	122904	2
107638	0	53079	2
36123	0	46744	4
1690	0	37801	5
48181	0	64921	2
17461	0	73810	19
62402	0	99722	3
31928	0	71858	2
25280	0	3672	2
21950	0	2540	2
3568	0	66297	3
61558	0	90141	2
63159	0	76439	3
34002	0	9218	4
5343	0	84398	2
34482	0	41201	18
59317	0	72032	2
25457	0	57224	20
15287	0	52322	84
44886	0	54305	2
28395	0	62492	9
14591	0	16938	2
53167	0	57720	2
14618	0	87583	2
117320	0	130212	4
2576	0	33249	2
18346	0	40891	10
45467	0	80078	3
52380	0	89817	3
32521	0	41780	4
63865	0	79418	6
25099	0	39253	3
21144	0	4003	7
126108	0	66921	2
25181	0	37266	5
34592	0	38240	5
11209	0	14588	3
18051	0	48451	3
28770	0	8790	13
114461	0	55285	2
75590	0	80664	4
125591	0	58073	2
18647	0	31073	9
85506	0	94700	4
28813	0	35967	2
60409	0	60412	2
44027	0	82662	35
15005	0	74512	11
19283	0	19284	8
110906	0	68617	2
43490	0	69023	4
116531	0	47312	3
16466	0	20933	9
39335	0	58148	5
50655	0	7157	33
25498	0	99186	2
21389	0	53021	25
42969	0	62450	8
30968	0	31066	2
37540	0	49791	3
127389	0	35438	3
14172	0	28852	9
25964	0	68590	2
117777	0	124563	3
16640	0	22935	20
19623	0	47562	2
16269	0	6083	2
76491	0	86339	5
46947	0	68388	2
24185	0	6117	44
1744	0	527	2
115077	0	64216	2
56502	0	82835	10
34608	0	53709	4
11608	0	32302	2
3799	0	8237	3
23580	0	68064	2
18845	0	963	6
48644	0	84418	8
64840	0	693	3
11569	0	48537	13
85044	0	93914	4
11249	0	5515	49
39733	0	82397	9
2631	0	4516	2
100999	0	106152	2
11957	0	43814	18
70027	0	9380	7
20520	0	48718	8
116005	0	79552	3
120336	0	99011	5
22750	0	53868	2
19540	0	53169	13
40194	0	97223	2
25398	0	40852	9
70559	0	78701	5
41294	0	9241	6
19252	0	4749	3
122503	0	26567	3
123387	0	15248	6
12112	0	9883	7
4057	0	609	244
17074	0	28794	2
39314	0	73520	2
50764	0	65514	3
12340	0	49622	2
12440	0	17706	3
49065	0	6444	11
37212	0	45752	3
3008	0	66774	8
46768	0	57920	2
37572	0	46170	5
2849	0	7152	3
83357	0	91782	3
41506	0	41507	59
22498	0	46354	4
15437	0	4285	6
2509	0	25976	5
16303	0	799	12
3098	0	67411	4
14099	0	70070	2
22628	0	67874	16
14866	0	16058	8
21701	0	71446	2
20966	0	8982	35
17601	0	35778	2
12068	0	12187	4
31198	0	87982	3
118308	0	88532	4
31465	0	5426	7
26105	0	43249	31
46761	0	49045	2
10470	0	13461	3
106868	0	74629	3
115821	0	83648	3
31016	0	36546	3
4969	0	559	14
15955	0	45973	38
42240	0	49971	8
110413	0	99580	3
5132	0	6180	3
22937	0	61893	3
29790	0	6902	2
116087	0	70651	2
73556	0	87544	3
12545	0	15157	8
45196	0	69484	3
2953	0	51618	91
12783	0	73793	2
28091	0	50564	4
1579	0	78511	7
11593	0	47257	2
118505	0	5704	2
131	0	5945	9
23850	0	83981	4
15894	0	53436	18
118024	0	64986	3
15932	0	55848	6
13642	0	31679	6
48154	0	7171	7
45247	0	61470	2
101629	0	126383	2
6912	0	6913	12
105948	0	94090	2
40773	0	99062	5
115313	0	90679	2
32174	0	6359	2
105576	0	77066	3
121327	0	97294	4
104073	0	108338	5
32820	0	35097	6
74048	0	8887	2
41980	0	7819	2
68025	0	79105	2
37427	0	41314	2
126664	0	45585	2
74269	0	97665	5
82637	0	97254	8
111484	0	92478	4
19516	0	4624	170
13364	0	9075	4
2956	0	50998	29
50459	0	54608	3
23816	0	57977	5
35214	0	62467	3
17873	0	58891	9
38597	0	9834	14
15450	0	22647	24
113639	0	85188	7
11833	0	56062	20
3608	0	36335	9
22541	0	27295	3
14992	0	68057	3
21235	0	44308	27
16276	0	9857	21
21664	0	75476	2
36766	0	5329	5
103297	0	38012	5
88713	0	90241	5
11697	0	66806	5
48397	0	82207	8
54251	0	54252	15
33369	0	55465	5
120628	0	57318	2
106427	0	115760	3
57075	0	93309	2
111712	0	31867	2
14234	0	45777	3
3830	0	3998	3
17188	0	73895	3
44891	0	745	18
20075	0	36482	4
58370	0	58643	3
100199	0	29447	3
27057	0	57065	4
54977	0	92322	2
34247	0	63924	2
103174	0	67165	2
133576	0	45886	4
11279	0	58633	2
109216	0	64202	16
120074	0	120790	3
39233	0	98847	5
11689	0	1383	4
20306	0	32754	7
27998	0	31917	2
77155	0	97271	3
26599	0	89933	5
29532	0	77580	4
42326	0	63906	2
4447	0	58160	19
13418	0	5480	19
16517	0	65907	2
29992	0	74099	18
87053	0	89729	2
12555	0	12556	11
114211	0	14999	4
15802	0	21805	3
8426	0	88560	4
10958	0	6364	3
32400	0	53739	7
15929	0	36134	2
234	0	28218	3
28412	0	81189	3
106598	0	48821	4
2071	0	37302	2
14383	0	19589	3
105581	0	110900	2
8781	0	91207	3
39236	0	68834	11
127868	0	83952	2
11644	0	13981	4
1119	0	1455	39
26322	0	97597	2
11065	0	76753	5
12564	0	17125	2
87557	0	99525	3
27098	0	8818	118
3822	0	40977	9
52944	0	70524	29
26594	0	75156	2
26156	0	44278	6
126368	0	67125	2
44060	0	641	3
65691	0	97660	13
20680	0	4679	5
17057	0	31949	54
6983	0	83986	4
126062	0	41032	2
104890	0	74501	2
53021	0	6123	10
15403	0	2425	3
13396	0	17639	6
58121	0	58437	3
2658	0	6772	247
59435	0	94810	3
130498	0	83689	2
4989	0	77286	4
24978	0	38973	4
11939	0	19856	29
104730	0	11325	6
4126	0	8275	8
1780	0	21707	23
7714	0	98167	2
54570	0	71778	16
70360	0	92833	4
70250	0	80914	11
122432	0	16199	3
21554	0	81638	23
1878	0	8607	15
5256	0	78863	3
31622	0	58662	3
64856	0	90008	2
54841	0	9657	8
42013	0	67584	4
107085	0	132238	5
1922	0	23339	7
9567	0	9859	81
109571	0	77839	4
121228	0	65078	5
1707	0	46502	48
48420	0	5377	6
124917	0	72265	2
49901	0	5214	3
36829	0	53944	3
101276	0	101277	4
40150	0	81323	2
84089	0	93404	2
108570	0	12998	3
31899	0	58602	30
101136	0	22288	8
34099	0	70687	4
111301	0	53959	2
115706	0	96762	2
43009	0	46085	2
1147	0	19394	32
56801	0	87249	5
50259	0	59196	3
13665	0	36105	6
17190	0	63462	8
102708	0	77078	4
108029	0	82697	2
1459	0	23550	9
29439	0	52242	3
11594	0	7854	3
46475	0	69601	4
2767	0	5297	3
2613	0	33446	9
19707	0	258	2
23475	0	53178	4
116246	0	53047	3
354	0	6904	14
14785	0	21578	3
28807	0	43508	2
10983	0	112480	2
18046	0	60749	2
110403	0	39570	2
24314	0	24315	16
38310	0	72193	6
69496	0	84458	4
100199	0	18274	3
58682	0	81835	7
25184	0	4069	13
31507	0	40437	3
32279	0	33818	5
1231	0	329	2
101267	0	114276	5
52097	0	94903	3
5018	0	81684	4
63045	0	71929	2
90724	0	92286	3
113781	0	91694	2
125749	0	28314	5
103891	0	106379	4
49034	0	50292	2
118443	0	86516	3
28806	0	5789	10
120618	0	93293	2
36676	0	46904	4
72017	0	99290	6
22259	0	35460	3
20949	0	53235	3
126755	0	24574	4
36576	0	49997	15
119980	0	34646	3
22597	0	55775	4
27641	0	87650	4
19628	0	5656	12
112824	0	75221	5
30430	0	90685	2
2409	0	36815	2
59109	0	75653	6
104934	0	38632	2
11772	0	6287	10
55977	0	57807	19
29340	0	33159	2
25330	0	67425	3
16479	0	58854	2
35940	0	52498	2
40478	0	41348	3
5636	0	76635	2
32305	0	44577	28
19188	0	63032	3
115424	0	121473	4
20589	0	39083	2
14784	0	83062	3
115547	0	18277	4
3261	0	66722	3
10247	0	56883	9
7893	0	92020	3
35582	0	69499	2
61899	0	9333	9
14692	0	14692	2
1506	0	57224	3
123802	0	86805	4
65140	0	85532	2
86703	0	86704	4
119830	0	23710	9
109915	0	37581	2
65436	0	76871	7
20022	0	46020	15
24404	0	6167	4
20936	0	79240	3
32697	0	62198	2
26131	0	87327	16
30792	0	62875	3
122425	0	2716	3
5543	0	86043	9
20734	0	3740	12
24110	0	73009	4
43603	0	82617	2
1093	0	11107	2
10271	0	6272	41
101943	0	115080	2
16956	0	19842	66
111545	0	55991	3
114304	0	43049	2
11022	0	897	10
19064	0	39695	3
42020	0	51379	2
12572	0	2145	2
123294	0	132979	3
113125	0	44246	3
10433	0	5887	9
18886	0	28788	2
35211	0	59377	13
3225	0	95974	2
51412	0	57975	5
109654	0	64364	3
25474	0	3668	6
40024	0	41089	3
2344	0	69060	3
114067	0	114167	6
38419	0	58852	26
50671	0	62203	9
53607	0	59543	2
104699	0	5199	3
12201	0	12202	53
49171	0	5666	2
11673	0	3653	10
121064	0	33192	4
133330	0	65852	2
52621	0	70190	20
66816	0	96931	4
25119	0	70643	27
47105	0	90661	3
113536	0	36850	4
65867	0	66049	2
21176	0	80095	2
32054	0	62492	11
22400	0	22401	2
11850	0	15074	25
43868	0	62075	2
40081	0	57182	2
116459	0	42381	3
121395	0	127721	5
67967	0	67968	2
56015	0	78562	5
12584	0	6883	3
43097	0	92438	3
103593	0	129002	2
104362	0	87890	6
104110	0	54893	9
43304	0	94035	8
11802	0	16555	2
29214	0	50998	6
15045	0	6561	10
6163	0	9559	2
100598	0	9673	2
48082	0	68784	3
30492	0	78088	21
13802	0	15729	105
16889	0	72120	8
1113	0	29335	10
33061	0	54093	13
54405	0	55384	2
62433	0	64647	3
35037	0	56383	2
100657	0	15125	7
30223	0	69355	4
45406	0	7696	3
24824	0	95652	3
35008	0	72447	5
517	0	75070	16
59624	0	7919	2
10433	0	53816	2
14942	0	41411	2
17369	0	99127	2
25168	0	29396	2
48098	0	58567	5
130959	0	50792	10
58591	0	7378	11
102785	0	73961	2
1796	0	19671	9
38397	0	49778	6
19781	0	27548	2
59796	0	85544	5
43676	0	8990	55
49105	0	65081	2
110205	0	16025	2
115238	0	23742	13
124599	0	65828	4
117709	0	132809	2
21102	0	98919	5
48248	0	71843	2
25154	0	54640	4
103834	0	22378	2
20375	0	73964	3
112968	0	2508	2
100593	0	21999	8
12455	0	16494	2
29033	0	37020	3
27256	0	83845	3
106500	0	36627	2
16748	0	68942	4
110314	0	118382	2
28599	0	51902	9
94320	0	99651	7
47322	0	86885	3
104729	0	52934	5
71342	0	74789	3
108426	0	25162	3
40960	0	43222	18
1808	0	40206	2
1295	0	347	14
13072	0	95565	4
24586	0	66219	3
27468	0	36615	2
133440	0	80149	2
119499	0	125677	2
103723	0	19538	2
35625	0	55916	2
46450	0	7744	3
3134	0	5619	34
15106	0	73611	6
71443	0	84939	2
63763	0	67153	3
49149	0	72368	3
24700	0	48171	8
12619	0	4399	5
109794	0	32886	3
14286	0	46049	14
11856	0	4101	4
11189	0	15277	7
5368	0	59573	19
22412	0	40525	32
115812	0	123319	4
26918	0	68624	5
24022	0	44439	5
18741	0	35429	19
118241	0	96193	4
45731	0	60226	14
100065	0	64419	5
29444	0	3165	6
106203	0	78076	3
80406	0	87962	3
120538	0	61808	3
59008	0	88939	3
51301	0	68422	4
115743	0	125636	6
115966	0	37568	2
30434	0	47084	3
14280	0	18450	17
54611	0	9806	2
123253	0	131791	4
36012	0	71943	4
50553	0	6624	3
1034	0	28525	3
12520	0	730	17
17446	0	9821	13
14019	0	264	26
13094	0	59440	3
12457	0	28825	4
46510	0	6536	2
27361	0	3299	6
1256	0	3604	695
133388	0	53255	3
19477	0	32993	33
45974	0	71219	4
15988	0	94330	2
14771	0	23798	2
73429	0	84608	6
18355	0	83001	6
45540	0	96356	2
16311	0	94475	6
19516	0	9433	18
117321	0	39827	2
1162	0	9937	2
66091	0	9448	9
15020	0	33311	5
114858	0	32395	2
15104	0	44364	4
66403	0	76201	3
22110	0	83280	2
2547	0	825	27
13521	0	46764	2
127963	0	59436	2
49257	0	65714	15
68137	0	99263	3
14591	0	16303	4
100778	0	40983	4
106225	0	20843	13
114271	0	65077	2
88294	0	88576	3
43700	0	69884	2
15216	0	27209	2
64605	0	9015	3
2236	0	43229	5
32	0	6474	170
11837	0	42959	28
114171	0	130720	5
102993	0	71067	3
1717	0	67911	11
119277	0	28891	2
28003	0	9471	4
112657	0	63440	2
20610	0	29411	2
1770	0	5716	356
100639	0	35060	5
21623	0	60740	5
103237	0	65856	5
89371	0	95803	3
24751	0	61458	2
27219	0	46585	7
113848	0	124019	4
22373	0	30035	168
122867	0	65183	2
24698	0	9206	2
13680	0	33716	2
23792	0	4422	22
25512	0	5087	3
71965	0	91465	3
10255	0	16516	2
109957	0	51409	3
54778	0	79168	11
11825	0	39997	2
18445	0	29459	9
32448	0	56169	2
38132	0	99065	2
19266	0	8459	29
36260	0	54672	2
126051	0	96220	2
52145	0	68821	5
100061	0	54547	3
10267	0	55889	6
15070	0	22949	52
14344	0	28909	4
54773	0	80018	2
3163	0	79427	5
131	0	572	32
18879	0	53317	8
25808	0	40605	6
7333	0	8268	2
35353	0	99691	3
1380	0	332	231
41174	0	48613	7
38092	0	40028	7
1095	0	14	190
1103	0	1106	3
27861	0	890	2
129633	0	133157	2
40425	0	5099	16
106190	0	132345	2
120118	0	48800	5
118160	0	30202	3
17569	0	41399	3
60029	0	69216	2
3549	0	3954	22
38397	0	68673	4
110650	0	64280	5
35797	0	45664	6
125241	0	35463	4
107775	0	73503	2
73853	0	90338	2
4634	0	567	29
68453	0	78616	16
62437	0	67328	6
33845	0	43789	7
4206	0	53842	9
1568	0	897	163
103933	0	28157	2
1766	0	99	307
66930	0	92191	7
14110	0	22970	66
103739	0	87955	4
36311	0	56686	9
44586	0	80026	23
119975	0	68487	5
36870	0	72510	3
15962	0	961	27
33463	0	47577	5
3272	0	8720	5
122949	0	24346	4
282	0	4881	50
28491	0	56379	8
86527	0	97970	5
21109	0	41592	14
49268	0	49269	6
119722	0	49097	5
2331	0	4065	109
51100	0	80521	16
21462	0	55626	4
15452	0	42913	4
41853	0	95858	2
122784	0	48553	3
129234	0	63279	5
22180	0	35582	2
14375	0	14376	17
19017	0	24928	2
22720	0	28715	6
31871	0	9502	2
42161	0	44788	10
3085	0	3170	161
18452	0	58457	11
121904	0	71458	4
10369	0	6437	3
120565	0	47980	4
1055	0	2164	4
16857	0	56294	4
22836	0	56535	3
27084	0	36114	3
100554	0	117258	4
128590	0	66822	3
51965	0	61791	17
128842	0	56202	4
43780	0	99810	2
125011	0	53554	5
126590	0	68289	4
78043	0	97384	3
18438	0	50295	2
12154	0	8458	3
18393	0	60076	4
30695	0	96166	4
22713	0	946	259
77359	0	93856	2
121050	0	54791	3
18130	0	5163	13
84474	0	95647	4
57748	0	65517	7
102612	0	26492	2
43130	0	54464	44
112993	0	98211	2
25759	0	84712	2
10192	0	43880	18
15548	0	28693	2
103240	0	50219	4
58388	0	62489	2
119805	0	9853	2
26775	0	73105	23
25509	0	94396	4
17493	0	68113	4
5610	0	6730	19
57631	0	97959	6
17365	0	8421	6
120744	0	41107	2
20354	0	73869	5
46559	0	92618	2
74740	0	79089	3
45425	0	45426	16
23944	0	85948	8
16992	0	24768	18
116541	0	132700	4
101533	0	14136	2
16135	0	9167	2
342	0	91138	5
117879	0	45686	4
18879	0	356	26
6294	0	73625	3
51041	0	51239	5
24112	0	55489	30
36159	0	4538	3
2990	0	30985	5
2661	0	51953	12
119618	0	7498	6
113681	0	92527	2
26283	0	87617	2
100078	0	8203	2
10609	0	40504	31
92739	0	94181	2
100448	0	60471	5
65368	0	83309	5
26172	0	3788	64
15923	0	50236	5
31215	0	40203	8
23762	0	39995	3
12224	0	13943	3
43213	0	85882	7
133717	0	72161	2
15547	0	67067	2
26526	0	33967	11
32367	0	43717	24
49084	0	63926	6
115320	0	50665	3
51811	0	75266	5
15149	0	19842	80
40881	0	92874	9
15417	0	25206	7
68118	0	99172	4
14463	0	23448	7
72573	0	8655	3
41498	0	48844	9
1643	0	5493	84
27088	0	87140	3
11861	0	89173	16
128811	0	87034	6
25629	0	88958	3
13253	0	17610	11
115219	0	94654	3
59403	0	7912	14
125329	0	39417	3
10544	0	12169	19
22879	0	25145	4
40084	0	6659	8
5354	0	69416	27
50133	0	96596	2
29279	0	3413	7
4746	0	56016	6
122045	0	81735	4
17347	0	19502	6
13664	0	76839	3
125180	0	12672	3
12198	0	126644	2
26784	0	8107	3
38653	0	92426	2
108990	0	115296	3
124664	0	59176	4
7616	0	9819	4
26263	0	6277	6
55022	0	83761	3
17999	0	30860	3
2952	0	3575	12
45097	0	60187	7
107458	0	3676	3
12712	0	87925	6
1766	0	897	709
131605	0	64893	4
34223	0	50970	4
67167	0	95547	2
30194	0	36238	14
124030	0	89249	3
120461	0	97162	3
108004	0	74794	2
17563	0	80633	5
114771	0	129721	5
10523	0	28553	9
2913	0	52978	2
1248	0	1881	8
17654	0	23652	2
84402	0	84403	2
114855	0	69830	2
107842	0	59499	4
100862	0	128320	2
15918	0	20652	12
2512	0	6675	7
24874	0	62272	6
10975	0	6541	17
105570	0	96877	2
49001	0	56897	2
100160	0	96035	3
49258	0	95283	2
14021	0	45784	3
117397	0	61161	5
10128	0	2836	10
100086	0	120316	4
46303	0	6236	6
12685	0	68602	4
10326	0	8036	2
13529	0	2371	8
48421	0	55284	2
17133	0	32964	2
47483	0	47484	2
37585	0	57035	3
51009	0	65029	3
83483	0	98698	3
3461	0	5259	2
12490	0	8393	15
1125	0	23337	12
28710	0	99848	2
81282	0	92258	3
46608	0	60819	16
106845	0	99773	6
30641	0	316	26
12639	0	62675	6
47423	0	8564	4
30303	0	6205	4
103048	0	11524	3
43698	0	4470	19
121621	0	44164	3
15894	0	34446	5
10281	0	19272	6
34709	0	46065	3
32889	0	67148	4
73710	0	95682	2
1225	0	2394	3
101555	0	22126	3
16793	0	29512	11
84255	0	89279	2
18499	0	29877	2
12860	0	13639	30
32506	0	61212	10
17870	0	18332	17
1597	0	6250	5
37192	0	55321	2
101285	0	64055	2
101456	0	57950	4
19094	0	58012	2
91988	0	94302	5
1670	0	53376	3
4364	0	54203	4
21798	0	55782	14
101980	0	105941	2
19555	0	38964	26
13006	0	17814	17
16393	0	26112	4
62479	0	69569	4
85136	0	95808	5
22744	0	36130	11
104358	0	88221	2
67555	0	95238	5
216	0	27885	2
59038	0	90739	3
83098	0	96996	2
18972	0	87969	8
3762	0	5631	26
87718	0	99935	5
50228	0	8608	3
104218	0	119605	2
114507	0	99230	2
62138	0	93802	2
118333	0	90645	3
107551	0	68421	2
17494	0	51703	2
131236	0	75667	3
11616	0	8694	3
62066	0	64073	4
117946	0	78653	3
82215	0	88621	5
24679	0	26277	7
46650	0	70725	3
100070	0	29276	4
36197	0	40746	6
44387	0	6101	18
161	0	242	69
45509	0	49840	5
49915	0	7101	8
130687	0	60367	2
77278	0	77706	3
129276	0	97272	5
105187	0	67325	2
13036	0	14620	34
17762	0	7922	18
43198	0	47198	7
1002	0	17363	6
1917	0	95379	9
24860	0	25325	2
116393	0	51297	4
108597	0	51128	4
64751	0	94326	3
2379	0	6998	2
32654	0	81657	19
10527	0	6452	4
38994	0	7018	9
2937	0	29748	2
5763	0	9908	21
18871	0	23672	41
57410	0	95136	4
131354	0	72744	6
39628	0	46130	12
16114	0	3952	8
37288	0	37979	3
13945	0	629	11
6301	0	6302	5
88754	0	91311	2
39695	0	90560	2
42059	0	82610	7
27800	0	314	5
105102	0	69478	3
20304	0	7682	5
59855	0	65566	3
125139	0	61104	3
19150	0	34851	11
5427	0	90149	11
37305	0	59641	5
43249	0	86053	2
32227	0	9721	25
38194	0	43280	3
29648	0	29658	2
3191	0	8946	112
35227	0	43386	6
1374	0	7	154
1605	0	2727	37
116107	0	72569	3
22896	0	55133	32
9444	0	9444	17
20104	0	8250	13
132401	0	41768	4
49306	0	84379	14
10106	0	57469	8
33801	0	56157	3
49570	0	542	2
17211	0	58034	2
19189	0	9470	3
12381	0	32531	4
22845	0	25295	2
38790	0	58013	4
41817	0	4291	3
101808	0	49342	2
35673	0	68770	2
21550	0	8536	6
17698	0	47325	3
109120	0	4430	4
118991	0	46521	3
14739	0	38157	6
27397	0	36511	21
105707	0	126160	4
15497	0	19753	6
33780	0	9782	2
124114	0	130118	2
113770	0	37943	2
113270	0	67507	6
105848	0	25012	3
24727	0	54919	7
38540	0	74320	6
26055	0	3452	3
129731	0	93889	5
114544	0	34490	5
89958	0	95992	2
126278	0	75631	6
65512	0	65513	4
40460	0	81328	4
11648	0	84325	17
54537	0	86119	3
130686	0	83196	4
68417	0	85512	2
35048	0	38367	3
120880	0	20793	3
27848	0	37769	3
14033	0	6035	14
17376	0	79443	4
45637	0	72380	4
114645	0	26378	7
22272	0	76458	11
25957	0	33717	4
12857	0	13037	20
31613	0	31614	4
125330	0	86375	3
32711	0	90682	3
42240	0	77482	6
11285	0	79245	10
104127	0	129187	3
2391	0	47067	13
124338	0	46183	3
1702	0	43032	16
21193	0	29645	6
113747	0	2206	4
127263	0	9524	3
22587	0	60402	9
33731	0	61412	4
72766	0	8642	34
101902	0	54244	5
26774	0	79137	2
35993	0	37030	3
18625	0	6427	9
120338	0	47166	3
2167	0	533	217
124474	0	64806	3
17486	0	9389	13
26057	0	63512	9
49278	0	7681	4
105111	0	91726	6
21995	0	3167	4
1050	0	6339	27
39415	0	42389	6
16727	0	16728	2
54871	0	64205	3
32496	0	86871	2
67425	0	6814	3
18850	0	45571	3
18692	0	44270	2
35555	0	96921	10
43807	0	65251	6
28233	0	62255	7
119717	0	47114	11
25263	0	59173	8
12400	0	903	93
10435	0	31597	4
30000	0	31164	10
66186	0	67894	2
21102	0	28521	26
262	0	7746	14
30508	0	9058	2
27001	0	49729	8
115458	0	19978	4
16930	0	75270	11
128083	0	61716	3
10698	0	4572	3
46779	0	94757	2
1274	0	289	128
42839	0	6198	5
25418	0	7729	9
28196	0	79167	2
119642	0	68090	3
13418	0	1728	4
19954	0	30125	10
19743	0	20117	3
105841	0	126423	3
28054	0	49603	2
43184	0	59757	14
58555	0	63016	7
47783	0	57225	2
3268	0	56330	3
100133	0	32678	6
209	0	51403	10
33401	0	38327	10
57701	0	79128	4
39068	0	83786	5
105725	0	85349	3
130308	0	3361	2
19087	0	54422	5
77048	0	89904	4
49719	0	54219	3
119675	0	39589	3
43190	0	9348	23
23025	0	2322	9
53113	0	63396	2
31701	0	9973	8
3404	0	4451	40
16335	0	68462	3
1854	0	19971	2
16455	0	86285	3
106643	0	97854	5
114614	0	74044	5
48577	0	83140	6
28215	0	7312	6
5979	0	73413	16
26180	0	53347	5
33246	0	64468	8
5680	0	7156	19
1365	0	82998	11
74928	0	80658	2
15294	0	3309	4
44305	0	93049	3
128811	0	45706	3
49351	0	49887	3
42676	0	54776	2
27046	0	55077	4
19300	0	27544	5
5017	0	85672	3
17269	0	24392	64
8506	0	8507	8
115266	0	55875	3
32404	0	68054	17
129910	0	6576	2
102070	0	13731	4
6167	0	62751	2
44329	0	48153	11
27705	0	41897	3
48115	0	51930	4
32123	0	67646	3
20617	0	41196	2
39488	0	88494	4
105603	0	36215	5
59603	0	61940	10
126331	0	55193	3
64860	0	69617	2
11241	0	9954	159
133873	0	14467	2
5150	0	951	2
35021	0	6548	4
12768	0	35923	3
19587	0	9600	2
43801	0	49526	2
41926	0	47675	2
111206	0	59402	2
72462	0	98220	12
129879	0	67486	2
130394	0	85516	2
20506	0	57775	9
11042	0	4746	14
11247	0	56469	45
33734	0	63243	7
11956	0	22906	4
12956	0	59319	3
11343	0	20401	7
12963	0	69444	5
78308	0	84898	5
129274	0	86987	3
10387	0	15334	3
76725	0	91286	4
15887	0	1965	3
65550	0	78539	7
107231	0	30244	2
17028	0	29983	17
68241	0	83657	4
54261	0	83355	3
76181	0	96707	3
22646	0	44790	26
43498	0	5898	3
104863	0	8135	7
117013	0	123910	4
115645	0	58858	3
36937	0	62250	2
123346	0	125872	2
50705	0	70705	4
30193	0	6339	4
35240	0	708	6
127491	0	81704	2
39835	0	61756	2
34823	0	81661	11
74950	0	93242	3
101950	0	30404	4
102301	0	78409	3
109957	0	24776	8
27316	0	55867	3
20476	0	59554	5
89579	0	97650	12
1297	0	5285	102
41298	0	4906	2
42445	0	67904	6
44583	0	93327	3
100273	0	115508	2
101630	0	31032	8
15455	0	40229	2
21751	0	28776	3
112390	0	58364	4
118562	0	26612	4
33394	0	60482	2
32223	0	71244	7
121204	0	76735	2
25225	0	31341	3
25674	0	50883	4
21890	0	76310	19
52979	0	61217	3
29648	0	49344	4
14727	0	4516	79
118637	0	42681	4
12520	0	139	16
43387	0	64637	2
49036	0	51708	2
11883	0	45720	3
16792	0	2222	2
32639	0	42054	3
10024	0	29037	4
31536	0	9932	3
64438	0	77842	3
57779	0	61279	6
25946	0	40086	6
2769	0	65530	2
38426	0	4615	4
110942	0	56682	3
1028	0	23264	2
24718	0	69416	18
102029	0	38574	3
48591	0	75201	10
108259	0	61180	2
27411	0	34041	16
17381	0	60474	2
117877	0	60675	6
23964	0	45867	4
2284	0	25261	3
113135	0	96061	6
18723	0	3273	5
10099	0	10100	34
103718	0	54627	2
44782	0	98730	2
18564	0	78130	6
112277	0	63467	2
39966	0	89509	12
44425	0	82197	5
51116	0	6730	11
44941	0	7631	2
24975	0	67666	13
60005	0	66629	3
13625	0	6784	2
24115	0	68909	2
65664	0	97338	3
30656	0	5415	188
82053	0	88213	3
37450	0	52654	2
1113	0	3546	18
11417	0	57860	8
1954	0	9827	7
29	0	5169	8
20917	0	21304	49
22386	0	25466	2
20068	0	507	8
120259	0	94520	3
15497	0	21347	10
4581	0	98571	3
10603	0	8489	6
45190	0	47501	2
108414	0	46775	7
10019	0	1247	164
10024	0	1364	3
35900	0	86890	6
62912	0	9489	2
36061	0	40631	6
117608	0	124328	4
54018	0	6482	5
19134	0	64850	4
17543	0	39846	2
14165	0	7590	15
102596	0	89609	2
41672	0	49332	6
123546	0	19616	5
84952	0	89438	5
129837	0	16299	5
2387	0	48970	9
118866	0	119720	2
30315	0	90973	2
